"eco_values","species","latitude","longitude","date_obs","source","Temperatur","Moisture","Landcover","Landforms","Climate_Re","Red","Green","Blue","W_Ecosystm","color","occurrence_id","tmax_mean_c","prec_mean_annual","elevation","NDVI"
97,"Libellula depressa",47.05481,8.85357,"2022-06-12","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",537,11.0583333333334,155.75,1126,0.847083333333333
97,"Castor fiber",46.922353,9.558761,"2025-03-01","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",538,15.05625,86.1875,533,0.575433333333333
97,"Castor fiber",47.4506,9.46092,"2024-07-06","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",539,13.0416666666667,114.895833333333,780,0.846772222222222
97,"Castor fiber",46.61319,7.07965,"2023-08-09","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",540,13.5583333333334,95.5833333333333,740,0.882583333333333
97,"Libellula depressa",47.37537,8.26619,"2022-05-30","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",541,14.4416666666667,84.0416666666667,550,0.868094444444445
97,"Libellula depressa",47.028875,8.310224,"2024-05-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",542,14.5937500000001,109.8125,489,0.800355555555556
97,"Castor fiber",47.09717,9.05231,"2023-10-19","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",543,14.14375,130.666666666667,676,0.848794444444445
97,"Castor fiber",47.54584,9.13237,"2022-01-08","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",544,14.1791666666667,82.0208333333333,450,0.793544444444444
97,"Libellula depressa",47.46823,7.5381,"2020-05-08","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",545,14.5791666666667,77.2083333333333,608,0.881922222222222
97,"Libellula depressa",46.97149,6.74871,"2021-06-27","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",546,11.4416666666667,110.416666666667,1091,0.8158
97,"Castor fiber",47.10811,7.1422,"2024-11-13","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",547,13.0000000000001,100.5,790,0.846544444444444
97,"Libellula depressa",46.24089,9.1566,"2024-07-04","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",548,15.0125,99.9166666666667,458,0.876011111111111
97,"Libellula depressa",46.34366,7.66595,"2021-06-21","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",549,4.90000000000003,126.145833333333,2184,0.767733333333333
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",550,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",47.0185,7.33999,"2021-07-05","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",551,13.39375,97.9583333333333,771,0.815572222222222
97,"Libellula depressa",47.46577,8.20127,"2023-05-27","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",552,15.0354166666667,81.0833333333333,429,0.878305555555556
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",553,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",46.97107,6.68301,"2023-05-31","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",554,11.26875,114.916666666667,1060,0.807438888888889
97,"Castor fiber",46.56772,6.94952,"2022-01-01","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",555,11.4354166666667,121.604166666667,1164,0.845338888888889
97,"Libellula depressa",47.37112,8.72955,"2021-06-25","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",556,14.5354166666667,94.0416666666667,533,0.677327777777778
97,"Libellula depressa",47.46823,7.5381,"2020-05-19","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",557,14.5791666666667,77.2083333333333,608,0.881922222222222
97,"Libellula depressa",46.92859,7.40581,"2022-05-17","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",558,14.0208333333334,86.7083333333333,643,0.841472222222222
97,"Libellula depressa",46.86497,9.5045,"2023-05-27","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",559,14.2500000000001,83.3541666666667,703,0.790544444444444
97,"Libellula depressa",46.74662,8.12567,"2024-05-26","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",560,14.0312500000001,110.333333333333,715,0.875183333333333
97,"Castor fiber",47.55364,8.46826,"2022-01-25","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",561,15.0083333333334,75.9583333333333,446,0.801655555555556
97,"Libellula depressa",46.32982,9.22435,"2023-07-16","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",562,13.425,105.166666666667,859,0.831505555555556
97,"Libellula depressa",46.52323,7.08025,"2025-06-25","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",563,12.0375,107.583333333333,950,0.828383333333333
97,"Libellula depressa",47.14701,8.65822,"2023-05-30","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",564,11.20625,153.083333333333,1106,0.842294444444444
97,"Libellula depressa",46.42674,6.1702,"2024-06-13","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",565,13.5708333333334,122.875,714,0.8756
97,"Castor fiber",46.77621,9.43561,"2025-02-01","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",566,9.03541666666672,94.4375,1470,0.771188888888889
97,"Castor fiber",46.92859,7.47146,"2023-10-11","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",567,14.69375,82.6458333333333,525,0.778805555555555
97,"Libellula depressa",47.24133,8.13203,"2021-07-20","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",568,13.1291666666667,116.9375,698,0.819483333333333
97,"Libellula depressa",46.97149,6.74871,"2021-06-27","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",569,11.4416666666667,110.416666666667,1091,0.8158
97,"Libellula depressa",46.86497,9.5045,"2023-05-26","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",570,14.2500000000001,83.3541666666667,703,0.790544444444444
97,"Libellula depressa",46.34255,7.99068,"2022-06-12","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",571,10.9854166666667,99.4583333333333,1140,0.7455
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",572,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",46.97107,6.68301,"2020-05-20","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",573,11.26875,114.916666666667,1060,0.807438888888889
97,"Libellula depressa",47.10838,7.27395,"2021-07-20","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",574,14.7791666666667,79.125,571,0.849305555555556
97,"Libellula depressa",46.97107,6.68301,"2021-06-11","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",575,11.26875,114.916666666667,1060,0.807438888888889
97,"Castor fiber",47.28782,7.80215,"2025-03-27","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",576,14.7770833333334,77.2083333333333,489,0.857988888888889
97,"Libellula depressa",47.41985,8.33314,"2022-05-10","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",577,13.9625,92.6875,672,0.7178
97,"Libellula depressa",47.41875,8.46565,"2023-06-20","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",578,14.325,82.8958333333333,542,0.889038888888889
97,"Castor fiber",46.52211,6.81961,"2023-03-18","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",579,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",46.56877,7.40603,"2024-07-29","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",580,9.60208333333338,130.520833333333,1386,0.8574
97,"Libellula depressa",47.28816,7.20729,"2022-05-21","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",581,11.8854166666667,90.25,977,0.841105555555556
97,"Libellula depressa",47.4763703585,8.114358522,"2019-06-01","inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",582,14.2708333333334,95.2708333333333,527,0.796616666666667
97,"Castor fiber",47.28782,7.80215,"2025-03-27","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",583,14.7770833333334,77.2083333333333,489,0.857988888888889
97,"Libellula depressa",46.29756,6.88707,"2021-06-04","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",584,12.0375,137.166666666667,944,0.8437
97,"Libellula depressa",47.63576,9.13524,"2023-06-21","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",585,13.6979166666667,80.3333333333333,542,0.854561111111111
97,"Castor fiber",46.52211,6.81961,"2023-03-18","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",586,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",46.88358,7.53703,"2024-05-28","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",587,14.7187500000001,86.2708333333333,529,0.790261111111111
97,"Libellula depressa",47.37112,8.72955,"2024-05-29","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",588,14.5354166666667,94.0416666666667,533,0.677327777777778
97,"Castor fiber",47.28782,7.80215,"2025-03-19","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",589,14.7770833333334,77.2083333333333,489,0.857988888888889
97,"Libellula depressa",47.23997,8.33013,"2023-06-11","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",590,13.6125,113.479166666667,662,0.748088888888889
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",591,12.6083333333333,127,838,0.823488888888889
97,"Castor fiber",47.46577,8.20127,"2024-08-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",592,15.0354166666667,81.0833333333333,429,0.878305555555556
97,"Libellula depressa",46.29756,6.88707,"2021-06-22","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",593,12.0375,137.166666666667,944,0.8437
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",594,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",47.46577,8.20127,"2022-06-21","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",595,15.0354166666667,81.0833333333333,429,0.878305555555556
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",596,12.6083333333333,127,838,0.823488888888889
97,"Castor fiber",47.19708,7.99949,"2023-03-05","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",597,13.7208333333334,91.8333333333333,653,0.846761111111111
97,"Libellula depressa",46.29756,6.88707,"2023-07-31","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",598,12.0375,137.166666666667,944,0.8437
97,"Libellula depressa",47.37537,8.26619,"2024-06-16","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",599,14.4416666666667,84.0416666666667,550,0.868094444444445
97,"Libellula depressa",47.24133,8.13203,"2021-06-01","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",600,13.1291666666667,116.9375,698,0.819483333333333
97,"Libellula depressa",46.529722,8.8475,"2024-06-24","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",601,7.15625000000006,179.604166666667,1638,0.7747
97,"Libellula depressa",46.427307,6.183765,"2025-04-26","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",602,14.3375,116.479166666667,623,0.858916666666667
97,"Libellula depressa",47.10811,7.1422,"2021-06-16","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",603,13.0000000000001,100.5,790,0.846544444444444
97,"Castor fiber",47.04481,9.51143,"2025-03-08","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",604,14.2354166666667,96.9375,649,0.854455555555556
97,"Castor fiber",47.10838,7.27395,"2022-01-17","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",605,14.7791666666667,79.125,571,0.849305555555556
97,"Libellula depressa",47.46823,7.5381,"2020-06-02","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",606,14.5791666666667,77.2083333333333,608,0.881922222222222
97,"Libellula depressa",47.01843,7.27422,"2024-05-28","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",607,14.8166666666667,87.2916666666667,519,0.7358
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",608,12.6083333333333,127,838,0.823488888888889
97,"Castor fiber",46.99865,9.57541,"2023-04-10","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",609,12.25625,106.458333333333,1089,0.874322222222222
